area_type,availability,location,size,total_sqft,bath,balcony,price,bhk,price_per_sqft,price_per_squrt
Super built-up  Area,Ready To Move,Kalyan nagar,2 BHK,1280.0,2,1,48.0,2,3750.0,3750.0
Super built-up  Area,Ready To Move,Kalyan nagar,2 BHK,1198.0,2,1,65.0,2,5425.71,5425.71
Built-up  Area,Ready To Move,Kalyan nagar,2 BHK,1250.0,2,2,65.0,2,5200.0,5200.0
Built-up  Area,Ready To Move,Kalyan nagar,2 BHK,1190.0,2,1,60.0,2,5042.02,5042.02
Built-up  Area,Ready To Move,Kalyan nagar,2 BHK,1086.0,2,2,44.5,2,4097.61,4097.61
Super built-up  Area,Ready To Move,Kalyan nagar,3 BHK,2285.0,4,1,165.0,3,7221.01,7221.01
Built-up  Area,Ready To Move,Kalyan nagar,2 BHK,1100.0,2,1,70.0,2,6363.64,6363.64
Super built-up  Area,17-May,Kambipura,2 BHK,883.0,2,1,45.0,2,5096.26,5096.26
Super built-up  Area,Ready To Move,Kambipura,3 BHK,1082.0,2,1,56.0,3,5175.6,5175.6
Super built-up  Area,Ready To Move,Kambipura,2 BHK,883.0,2,1,45.0,2,5096.26,5096.26
Super built-up  Area,Ready To Move,Kambipura,2 BHK,883.0,2,1,39.0,2,4416.76,4416.76
Super built-up  Area,Ready To Move,Kambipura,2 BHK,883.0,2,1,45.0,2,5096.26,5096.26
Super built-up  Area,Ready To Move,Kambipura,2 BHK,883.0,2,1,39.0,2,4416.76,4416.76
Super built-up  Area,Ready To Move,Kambipura,3 BHK,1082.0,2,1,55.0,3,5083.18,5083.18
Super built-up  Area,Ready To Move,Kambipura,2 BHK,883.0,2,1,37.0,2,4190.26,4190.26
Super built-up  Area,Ready To Move,Kambipura,2 BHK,883.0,2,1,44.0,2,4983.01,4983.01
Super built-up  Area,Ready To Move,Kambipura,2 BHK,883.0,2,1,37.0,2,4190.26,4190.26
Built-up  Area,Ready To Move,Kambipura,2 BHK,883.0,2,1,39.0,2,4416.76,4416.76
Super built-up  Area,Ready To Move,Kambipura,2 BHK,883.0,2,1,37.01,2,4191.39,4191.39
Super built-up  Area,Ready To Move,Kambipura,2 BHK,883.0,2,1,39.0,2,4416.76,4416.76
Super built-up  Area,Ready To Move,Kambipura,2 BHK,883.0,2,1,45.0,2,5096.26,5096.26
Built-up  Area,Ready To Move,Kambipura,2 BHK,883.0,2,1,39.0,2,4416.76,4416.76
Super built-up  Area,Ready To Move,Kambipura,3 BHK,1082.0,2,1,55.0,3,5083.18,5083.18
Built-up  Area,Ready To Move,Kammanahalli,5 BHK,2845.0,5,1,140.0,5,4920.91,4920.91
Built-up  Area,Ready To Move,Kammanahalli,5 Bedroom,1666.0,4,1,150.0,5,9003.6,9003.6
Built-up  Area,Ready To Move,Kammanahalli,1 Bedroom,700.0,1,0,59.0,1,8428.57,8428.57
Super built-up  Area,Ready To Move,Kammanahalli,2 BHK,1200.0,2,2,80.0,2,6666.67,6666.67
Built-up  Area,Ready To Move,Kammanahalli,2 BHK,1100.0,2,1,60.0,2,5454.55,5454.55
Plot  Area,Ready To Move,Kammanahalli,2 Bedroom,1200.0,1,1,81.0,2,6750.0,6750.0
Built-up  Area,Ready To Move,Kammanahalli,4 Bedroom,2900.0,4,2,200.0,4,6896.55,6896.55
Super built-up  Area,Ready To Move,Kammanahalli,2 BHK,1200.0,3,2,80.0,2,6666.67,6666.67
Super built-up  Area,Ready To Move,Kammasandra,3 BHK,1595.0,3,2,65.0,3,4075.24,4075.24
Super built-up  Area,18-Apr,Kammasandra,2 BHK,810.0,2,2,24.5,2,3024.69,3024.69
Super built-up  Area,Ready To Move,Kammasandra,1 BHK,657.5,1,0,18.41,1,2800.0,2800.0
Super built-up  Area,Ready To Move,Kammasandra,2 BHK,674.0,2,1,29.0,2,4302.67,4302.67
Super built-up  Area,Ready To Move,Kammasandra,3 BHK,912.0,2,1,39.0,3,4276.32,4276.32
Super built-up  Area,Ready To Move,Kammasandra,2 BHK,1156.0,2,2,32.0,2,2768.17,2768.17
Super built-up  Area,Ready To Move,Kammasandra,2 BHK,870.0,2,1,24.0,2,2758.62,2758.62
Built-up  Area,Ready To Move,Kammasandra,2 BHK,990.0,2,1,31.5,2,3181.82,3181.82
Super built-up  Area,Ready To Move,Kammasandra,2 BHK,930.0,2,0,25.0,2,2688.17,2688.17
Super built-up  Area,18-Mar,Kammasandra,2 BHK,992.0,2,2,25.79,2,2599.8,2599.8
Super built-up  Area,Ready To Move,Kammasandra,2 BHK,1030.0,1,2,25.75,2,2500.0,2500.0
Super built-up  Area,Ready To Move,Kammasandra,2 BHK,1015.0,2,2,37.0,2,3645.32,3645.32
Super built-up  Area,Ready To Move,Kammasandra,2 BHK,1080.0,2,1,31.99,2,2962.04,2962.04
Built-up  Area,Ready To Move,Kammasandra,2 BHK,1415.0,2,2,60.0,2,4240.28,4240.28
Super built-up  Area,Ready To Move,Kammasandra,2 BHK,1057.0,2,1,35.0,2,3311.26,3311.26
Super built-up  Area,18-Mar,Kammasandra,2 BHK,982.0,2,2,25.53,2,2599.8,2599.8
Super built-up  Area,Ready To Move,Kammasandra,3 BHK,1500.0,3,2,65.0,3,4333.33,4333.33
Super built-up  Area,Ready To Move,Kammasandra,2 BHK,985.0,2,1,40.5,2,4111.68,4111.68
Super built-up  Area,Ready To Move,Kammasandra,2 BHK,940.0,2,2,35.0,2,3723.4,3723.4
Super built-up  Area,18-Apr,Kammasandra,1 BHK,610.0,1,1,18.5,1,3032.79,3032.79
Built-up  Area,Ready To Move,Kanakapura,3 BHK,1419.0,3,3,75.0,3,5285.41,5285.41
Super built-up  Area,19-Dec,Kanakapura,1 BHK,711.0,1,1,36.0,1,5063.29,5063.29
Super built-up  Area,19-Dec,Kanakapura,1 BHK,711.0,1,1,38.0,1,5344.59,5344.59
Super built-up  Area,18-Mar,Kanakapura,2 BHK,929.0,2,1,46.0,2,4951.56,4951.56
Super built-up  Area,22-Mar,Kanakapura,1 BHK,551.0,1,1,30.0,1,5444.65,5444.65
Super built-up  Area,Ready To Move,Kanakapura,2 BHK,1020.0,2,1,42.83,2,4199.02,4199.02
Super built-up  Area,19-Dec,Kanakapura,3 BHK,1699.0,3,3,97.0,3,5709.24,5709.24
Super built-up  Area,Ready To Move,Kanakapura,2 BHK,1130.0,2,1,45.2,2,4000.0,4000.0
Super built-up  Area,20-Dec,Kanakapura,3 BHK,1476.0,3,1,75.0,3,5081.3,5081.3
Super built-up  Area,18-Dec,Kanakapura,2 BHK,1295.0,2,2,64.0,2,4942.08,4942.08
Super built-up  Area,Ready To Move,Kanakapura,2 BHK,1160.0,2,1,46.39,2,3999.14,3999.14
Super built-up  Area,Ready To Move,Kanakapura,2 BHK,1277.0,2,2,55.0,2,4306.97,4306.97
Super built-up  Area,19-Dec,Kanakapura,2 BHK,1151.0,2,1,59.0,2,5125.98,5125.98
Super built-up  Area,22-Mar,Kanakapura,2 BHK,945.0,2,1,47.0,2,4973.54,4973.54
Super built-up  Area,22-Mar,Kanakapura,3 BHK,1254.0,2,2,70.0,3,5582.14,5582.14
Built-up  Area,18-Mar,Kanakapura,3 Bedroom,2200.0,3,1,121.0,3,5500.0,5500.0
Built-up  Area,Ready To Move,Kanakapura,2 BHK,1340.0,2,2,65.0,2,4850.75,4850.75
Super built-up  Area,Ready To Move,Kanakapura,3 BHK,1450.0,3,1,75.0,3,5172.41,5172.41
Super built-up  Area,Ready To Move,Kanakapura,2 BHK,1130.0,2,1,45.2,2,4000.0,4000.0
Super built-up  Area,18-Aug,Kanakapura,2 BHK,1283.0,2,2,68.0,2,5300.08,5300.08
Built-up  Area,Ready To Move,Kanakapura,4 BHK,2130.0,4,0,120.0,4,5633.8,5633.8
Super built-up  Area,19-Dec,Kanakapura,1 BHK,938.0,1,1,50.0,1,5330.49,5330.49
Super built-up  Area,19-Dec,Kanakapura,1 BHK,825.0,1,0,35.475,1,4300.0,4300.0
Super built-up  Area,19-Dec,Kanakapura,3 BHK,1489.0,2,1,70.0,3,4701.14,4701.14
Super built-up  Area,19-Dec,Kanakapura,3 BHK,1477.0,2,1,69.5,3,4705.48,4705.48
Super built-up  Area,21-Dec,Kanakpura Road,2 BHK,700.0,2,1,36.0,2,5142.86,5142.86
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,1665.0,3,2,88.0,3,5285.29,5285.29
Built-up  Area,Ready To Move,Kanakpura Road,2 BHK,950.0,2,1,57.0,2,6000.0,6000.0
Built-up  Area,18-Dec,Kanakpura Road,4 Bedroom,2250.0,4,1,110.0,4,4888.89,4888.89
Super built-up  Area,20-Dec,Kanakpura Road,1 BHK,525.0,1,1,26.0,1,4952.38,4952.38
Super built-up  Area,21-Dec,Kanakpura Road,1 BHK,525.0,1,1,21.53,1,4100.95,4100.95
Super built-up  Area,21-Dec,Kanakpura Road,1 BHK,525.0,1,1,27.25,1,5190.48,5190.48
Super built-up  Area,20-Oct,Kanakpura Road,3 BHK,1100.0,2,1,58.0,3,5272.73,5272.73
Super built-up  Area,21-Oct,Kanakpura Road,1 BHK,525.0,1,1,30.0,1,5714.29,5714.29
Super built-up  Area,Ready To Move,Kanakpura Road,2 BHK,1339.0,2,3,75.0,2,5601.19,5601.19
Super built-up  Area,21-Jan,Kanakpura Road,3 BHK,1100.0,3,2,58.0,3,5272.73,5272.73
Super built-up  Area,21-Dec,Kanakpura Road,1 BHK,525.0,1,1,26.0,1,4952.38,4952.38
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,1843.0,3,2,95.84,3,5200.22,5200.22
Super built-up  Area,18-Dec,Kanakpura Road,2 BHK,1290.0,2,3,74.0,2,5736.43,5736.43
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,1665.0,3,2,86.58,3,5200.0,5200.0
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,1542.0,2,3,85.0,3,5512.32,5512.32
Super built-up  Area,21-Dec,Kanakpura Road,3 BHK,1300.0,2,3,69.0,3,5307.69,5307.69
Super built-up  Area,20-Oct,Kanakpura Road,2 BHK,900.0,2,1,46.0,2,5111.11,5111.11
Super built-up  Area,21-Dec,Kanakpura Road,2 BHK,900.0,2,1,46.0,2,5111.11,5111.11
Super built-up  Area,21-Oct,Kanakpura Road,2 BHK,900.0,2,1,46.0,2,5111.11,5111.11
Super built-up  Area,Ready To Move,Kanakpura Road,2 BHK,1495.0,2,2,90.0,2,6020.07,6020.07
Carpet  Area,Ready To Move,Kanakpura Road,3 BHK,1560.0,3,1,92.0,3,5897.44,5897.44
Super built-up  Area,Ready To Move,Kanakpura Road,2 BHK,1135.0,2,2,58.0,2,5110.13,5110.13
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,1420.0,2,2,75.0,3,5281.69,5281.69
Super built-up  Area,20-Dec,Kanakpura Road,1 BHK,825.0,1,0,36.29,1,4398.79,4398.79
Super built-up  Area,20-Dec,Kanakpura Road,2 BHK,983.0,2,1,50.6,2,5147.51,5147.51
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,1843.0,3,2,95.84,3,5200.22,5200.22
Super built-up  Area,19-Dec,Kanakpura Road,2 BHK,1366.0,3,1,76.85,2,5625.92,5625.92
Super built-up  Area,21-Dec,Kanakpura Road,1 BHK,525.0,1,1,25.0,1,4761.9,4761.9
Super built-up  Area,21-Feb,Kanakpura Road,3 BHK,2265.0,3,2,136.0,3,6004.42,6004.42
Plot  Area,Ready To Move,Kanakpura Road,3 Bedroom,2200.0,3,2,130.0,3,5909.09,5909.09
Super built-up  Area,21-Jan,Kanakpura Road,1 BHK,525.0,1,1,30.0,1,5714.29,5714.29
Super built-up  Area,21-Mar,Kanakpura Road,2 BHK,1051.0,2,2,56.74,2,5398.67,5398.67
Super built-up  Area,21-Jan,Kanakpura Road,1 BHK,525.0,1,1,30.0,1,5714.29,5714.29
Super built-up  Area,21-Jan,Kanakpura Road,3 BHK,1300.0,3,2,69.0,3,5307.69,5307.69
Super built-up  Area,21-Oct,Kanakpura Road,2 BHK,700.0,2,1,40.0,2,5714.29,5714.29
Carpet  Area,20-Dec,Kanakpura Road,1 BHK,458.0,1,0,19.695,1,4300.22,4300.22
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,1700.0,3,3,88.0,3,5176.47,5176.47
Plot  Area,Ready To Move,Kanakpura Road,4 Bedroom,2775.0,3,1,165.0,4,5945.95,5945.95
Plot  Area,Ready To Move,Kanakpura Road,3 Bedroom,1900.0,3,1,99.0,3,5210.53,5210.53
Super built-up  Area,19-Jul,Kanakpura Road,2 BHK,1290.0,2,3,80.0,2,6201.55,6201.55
Super built-up  Area,21-Feb,Kanakpura Road,3 BHK,1868.0,3,2,113.0,3,6049.25,6049.25
Super built-up  Area,18-Dec,Kanakpura Road,2 BHK,1366.0,2,1,83.0,2,6076.13,6076.13
Super built-up  Area,21-Dec,Kanakpura Road,2 BHK,700.0,2,1,40.0,2,5714.29,5714.29
Super built-up  Area,Ready To Move,Kanakpura Road,2 BHK,1339.0,2,2,71.5,2,5339.81,5339.81
Super built-up  Area,20-Dec,Kanakpura Road,1 BHK,670.0,1,1,35.0,1,5223.88,5223.88
Super built-up  Area,21-Dec,Kanakpura Road,1 BHK,525.0,1,1,30.0,1,5714.29,5714.29
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,1498.0,3,2,95.0,3,6341.79,6341.79
Super built-up  Area,18-Apr,Kanakpura Road,1 BHK,525.0,1,1,27.0,1,5142.86,5142.86
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,1665.0,3,2,86.91,3,5219.82,5219.82
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,1665.0,3,2,86.58,3,5200.0,5200.0
Super built-up  Area,21-Mar,Kanakpura Road,1 BHK,712.0,1,1,38.44,1,5398.88,5398.88
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,1507.0,2,3,95.0,3,6303.92,6303.92
Super built-up  Area,Ready To Move,Kanakpura Road,2 BHK,1339.0,2,2,85.0,2,6348.02,6348.02
Super built-up  Area,21-Dec,Kanakpura Road,1 BHK,525.0,1,1,27.0,1,5142.86,5142.86
Super built-up  Area,21-Dec,Kanakpura Road,1 BHK,525.0,1,1,27.5,1,5238.1,5238.1
Super built-up  Area,21-Dec,Kanakpura Road,1 BHK,525.0,1,1,26.25,1,5000.0,5000.0
Super built-up  Area,21-Dec,Kanakpura Road,1 BHK,525.0,1,1,26.0,1,4952.38,4952.38
Built-up  Area,Ready To Move,Kanakpura Road,3 BHK,1050.0,2,1,59.0,3,5619.05,5619.05
Carpet  Area,Ready To Move,Kanakpura Road,3 BHK,1600.0,3,3,90.0,3,5625.0,5625.0
Super built-up  Area,21-Dec,Kanakpura Road,1 BHK,525.0,1,1,29.25,1,5571.43,5571.43
Super built-up  Area,18-Apr,Kanakpura Road,2 BHK,800.0,2,1,41.145,2,5143.13,5143.13
Super built-up  Area,21-Dec,Kanakpura Road,3 BHK,1100.0,3,2,56.57,3,5142.73,5142.73
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,1843.0,3,2,96.2,3,5219.75,5219.75
Built-up  Area,Ready To Move,Kanakpura Road,2 BHK,1240.0,2,2,65.0,2,5241.94,5241.94
Super built-up  Area,20-Oct,Kanakpura Road,2 BHK,700.0,2,1,41.0,2,5857.14,5857.14
Super built-up  Area,20-Dec,Kanakpura Road,2 BHK,700.0,1,1,41.0,2,5857.14,5857.14
Super built-up  Area,21-Oct,Kanakpura Road,3 BHK,1100.0,3,1,58.0,3,5272.73,5272.73
Built-up  Area,Ready To Move,Kanakpura Road,2 BHK,1140.0,2,1,65.0,2,5701.75,5701.75
Super built-up  Area,21-Jan,Kanakpura Road,2 BHK,700.0,2,1,40.0,2,5714.29,5714.29
Super built-up  Area,21-Jan,Kanakpura Road,1 BHK,525.0,1,1,26.01,1,4954.29,4954.29
Built-up  Area,Ready To Move,Kanakpura Road,2 BHK,1322.0,2,3,70.0,2,5295.01,5295.01
Super built-up  Area,19-Jul,Kanakpura Road,2 BHK,1698.0,2,1,105.0,2,6183.75,6183.75
Super built-up  Area,21-Dec,Kanakpura Road,3 BHK,1300.0,3,2,69.0,3,5307.69,5307.69
Super built-up  Area,21-Oct,Kanakpura Road,3 BHK,1300.0,3,1,69.0,3,5307.69,5307.69
Super built-up  Area,21-Mar,Kanakpura Road,2 BHK,1167.0,2,1,63.0,2,5398.46,5398.46
Super built-up  Area,20-Oct,Kanakpura Road,3 BHK,1300.0,3,1,69.0,3,5307.69,5307.69
Super built-up  Area,Ready To Move,Kanakpura Road,2 BHK,1430.0,2,2,78.0,2,5454.55,5454.55
Super built-up  Area,21-Dec,Kanakpura Road,2 BHK,700.0,2,1,36.0,2,5142.86,5142.86
Super built-up  Area,21-Dec,Kanakpura Road,1 BHK,525.0,1,1,27.0,1,5142.86,5142.86
Super built-up  Area,21-Dec,Kanakpura Road,3 BHK,1100.0,3,2,58.0,3,5272.73,5272.73
Super built-up  Area,21-Dec,Kanakpura Road,3 BHK,1300.0,2,3,69.0,3,5307.69,5307.69
Built-up  Area,Ready To Move,Kanakpura Road,3 BHK,2000.0,3,3,105.0,3,5250.0,5250.0
Plot  Area,Ready To Move,Kanakpura Road,2 Bedroom,1200.0,2,0,62.0,2,5166.67,5166.67
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,1843.0,3,2,95.0,3,5154.64,5154.64
Super built-up  Area,21-Dec,Kanakpura Road,2 BHK,900.0,2,1,46.29,2,5143.33,5143.33
Super built-up  Area,18-May,Kanakpura Road,1 BHK,850.0,1,1,37.32,1,4390.59,4390.59
Super built-up  Area,21-Dec,Kanakpura Road,1 BHK,525.0,1,1,30.0,1,5714.29,5714.29
Super built-up  Area,21-Mar,Kanakpura Road,3 BHK,1938.0,3,3,105.0,3,5417.96,5417.96
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,1843.0,3,2,96.2,3,5219.75,5219.75
Super built-up  Area,21-Dec,Kanakpura Road,1 BHK,525.0,1,1,26.0,1,4952.38,4952.38
Super built-up  Area,20-Dec,Kanakpura Road,2 BHK,700.0,2,2,36.0,2,5142.86,5142.86
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,1622.0,3,1,95.0,3,5856.97,5856.97
Super built-up  Area,Ready To Move,Kannamangala,2 BHK,957.0,2,1,58.0,2,6060.61,6060.61
Built-up  Area,Ready To Move,Kannamangala,2 BHK,957.0,2,1,56.0,2,5851.62,5851.62
Built-up  Area,Ready To Move,Kannamangala,4 Bedroom,3000.0,4,0,200.0,4,6666.67,6666.67
Super built-up  Area,19-Jul,Kannamangala,3 BHK,1536.0,3,1,89.0,3,5794.27,5794.27
Plot  Area,Ready To Move,Kannamangala,4 Bedroom,2400.0,4,1,130.0,4,5416.67,5416.67
Super built-up  Area,Ready To Move,Kannamangala,3 BHK,1574.0,3,1,93.34,3,5930.11,5930.11
Built-up  Area,17-Mar,Kannamangala,2 BHK,957.0,2,0,52.5,2,5485.89,5485.89
Super built-up  Area,18-Dec,Kannamangala,3 BHK,1536.0,3,1,104.0,3,6770.83,6770.83
Super built-up  Area,Ready To Move,Kannamangala,2 BHK,957.0,2,2,54.5,2,5694.88,5694.88
Super built-up  Area,Ready To Move,Kannamangala,4 BHK,2422.0,4,3,135.0,4,5573.91,5573.91
Super built-up  Area,Ready To Move,Kannamangala,2 BHK,957.0,2,1,55.0,2,5747.13,5747.13
Built-up  Area,17-Sep,Kannamangala,2 BHK,957.0,2,2,56.0,2,5851.62,5851.62
Built-up  Area,Ready To Move,Karuna Nagar,3 Bedroom,2500.0,3,2,180.0,3,7200.0,7200.0
Plot  Area,Ready To Move,Karuna Nagar,3 Bedroom,2500.0,3,2,190.0,3,7600.0,7600.0
Built-up  Area,Ready To Move,Karuna Nagar,3 Bedroom,1962.0,3,2,175.0,3,8919.47,8919.47
Super built-up  Area,Ready To Move,Karuna Nagar,2 BHK,1057.0,2,1,65.0,2,6149.48,6149.48
Super built-up  Area,Ready To Move,Karuna Nagar,3 BHK,1354.0,2,1,98.0,3,7237.81,7237.81
Super built-up  Area,Ready To Move,Karuna Nagar,3 BHK,1945.0,3,3,115.0,3,5912.6,5912.6
Super built-up  Area,Ready To Move,Karuna Nagar,3 BHK,1960.0,3,2,165.0,3,8418.37,8418.37
Super built-up  Area,Ready To Move,Kasavanhalli,2 BHK,1060.0,2,2,58.06,2,5477.36,5477.36
Super built-up  Area,Ready To Move,Kasavanhalli,3 BHK,1563.05,3,1,105.0,3,6717.64,6717.64
Built-up  Area,Ready To Move,Kasavanhalli,3 BHK,1717.0,3,3,99.0,3,5765.87,5765.87
Built-up  Area,Ready To Move,Kasavanhalli,4 Bedroom,3260.0,4,1,240.0,4,7361.96,7361.96
Super built-up  Area,Ready To Move,Kasavanhalli,2 BHK,1349.0,2,2,78.0,2,5782.06,5782.06
Super built-up  Area,18-Feb,Kasavanhalli,2 BHK,1121.0,2,2,78.0,2,6958.07,6958.07
Built-up  Area,Ready To Move,Kasavanhalli,2 BHK,1100.0,2,1,50.0,2,4545.45,4545.45
Super built-up  Area,Ready To Move,Kasavanhalli,2 BHK,1200.0,2,1,78.0,2,6500.0,6500.0
Super built-up  Area,Ready To Move,Kasavanhalli,3 BHK,1476.0,3,0,89.0,3,6029.81,6029.81
Super built-up  Area,Ready To Move,Kasavanhalli,2 BHK,1200.0,2,2,50.0,2,4166.67,4166.67
Built-up  Area,Ready To Move,Kasavanhalli,3 BHK,1719.0,3,2,116.0,3,6748.11,6748.11
Super built-up  Area,Ready To Move,Kasavanhalli,2 BHK,1115.0,2,2,50.0,2,4484.3,4484.3
Super built-up  Area,Ready To Move,Kasavanhalli,2 BHK,1125.0,2,1,61.2,2,5440.0,5440.0
Super built-up  Area,18-May,Kasavanhalli,3 BHK,2170.0,3,2,151.0,3,6958.53,6958.53
Super built-up  Area,Ready To Move,Kasavanhalli,3 BHK,1476.0,3,1,95.0,3,6436.31,6436.31
Super built-up  Area,Ready To Move,Kasavanhalli,2 BHK,1200.0,2,1,50.3,2,4191.67,4191.67
Super built-up  Area,19-Jan,Kasavanhalli,3 BHK,1787.0,3,2,123.0,3,6883.04,6883.04
Super built-up  Area,Ready To Move,Kasavanhalli,2 BHK,1090.0,2,2,59.8,2,5486.24,5486.24
Super built-up  Area,18-Aug,Kasavanhalli,3 BHK,1691.0,3,2,104.0,3,6150.21,6150.21
Super built-up  Area,18-Oct,Kasavanhalli,4 BHK,4260.0,4,3,272.0,4,6384.98,6384.98
Built-up  Area,Ready To Move,Kasavanhalli,3 Bedroom,2111.0,4,3,120.0,3,5684.51,5684.51
Super built-up  Area,Ready To Move,Kasavanhalli,2 BHK,950.0,2,1,39.0,2,4105.26,4105.26
Super built-up  Area,Ready To Move,Kasavanhalli,1 BHK,770.0,1,1,43.82,1,5690.91,5690.91
Super built-up  Area,20-Jun,Kasavanhalli,2 BHK,1147.0,2,1,60.0,2,5231.04,5231.04
Super built-up  Area,Ready To Move,Kasavanhalli,2 BHK,1375.0,2,2,72.0,2,5236.36,5236.36
Super built-up  Area,Ready To Move,Kasavanhalli,2 BHK,1200.0,2,2,60.0,2,5000.0,5000.0
Plot  Area,18-May,Kasavanhalli,4 Bedroom,4260.0,4,2,333.0,4,7816.9,7816.9
Built-up  Area,Ready To Move,Kasavanhalli,2 BHK,1495.0,2,2,83.0,2,5551.84,5551.84
Plot  Area,Immediate Possession,Kasavanhalli,2 BHK,5000.0,2,1,400.0,2,8000.0,8000.0
Super built-up  Area,Ready To Move,Kasavanhalli,4 BHK,4000.0,4,2,325.0,4,8125.0,8125.0
Super built-up  Area,18-May,Kasavanhalli,3 BHK,1917.0,3,2,132.0,3,6885.76,6885.76
Super built-up  Area,Ready To Move,Kasavanhalli,2 BHK,1375.0,2,1,78.0,2,5672.73,5672.73
Plot  Area,18-May,Kasavanhalli,4 Bedroom,4408.0,4,2,344.0,4,7803.99,7803.99
Super built-up  Area,Ready To Move,Kasavanhalli,2 BHK,1309.0,2,2,95.0,2,7257.45,7257.45
Super built-up  Area,Ready To Move,Kasavanhalli,3 BHK,1476.0,3,0,105.0,3,7113.82,7113.82
Super built-up  Area,Ready To Move,Kasavanhalli,2 BHK,1158.0,2,2,67.0,2,5785.84,5785.84
Super built-up  Area,Ready To Move,Kasavanhalli,2 BHK,1214.0,2,3,67.0,2,5518.95,5518.95
Built-up  Area,Ready To Move,Kasavanhalli,3 Bedroom,2110.0,4,3,120.0,3,5687.2,5687.2
Super built-up  Area,Ready To Move,Kasavanhalli,2 BHK,1495.0,2,2,110.0,2,7357.86,7357.86
Super built-up  Area,Ready To Move,Kasavanhalli,2 BHK,1575.0,2,3,85.0,2,5396.83,5396.83
Super built-up  Area,Ready To Move,Kasavanhalli,2 BHK,1069.0,2,2,55.0,2,5145.0,5145.0
Super built-up  Area,Ready To Move,Kasavanhalli,2 BHK,1100.0,2,1,68.0,2,6181.82,6181.82
Super built-up  Area,Ready To Move,Kasavanhalli,3 BHK,1715.0,3,3,112.0,3,6530.61,6530.61
Super built-up  Area,Ready To Move,Kasavanhalli,2 BHK,1100.0,2,1,65.0,2,5909.09,5909.09
Super built-up  Area,Ready To Move,Kasavanhalli,2 BHK,1230.0,2,2,66.25,2,5386.18,5386.18
Super built-up  Area,Ready To Move,Kasavanhalli,3 BHK,1819.0,3,1,150.0,3,8246.29,8246.29
Built-up  Area,Ready To Move,Kasavanhalli,2 BHK,1585.0,2,2,90.0,2,5678.23,5678.23
Super built-up  Area,Ready To Move,Kasavanhalli,2 BHK,1245.0,2,2,80.0,2,6425.7,6425.7
Super built-up  Area,18-May,Kasavanhalli,3 BHK,2035.0,3,2,142.0,3,6977.89,6977.89
Super built-up  Area,Ready To Move,Kasavanhalli,3 BHK,1747.0,3,1,110.0,3,6296.51,6296.51
Super built-up  Area,Ready To Move,Kasavanhalli,2 BHK,1377.0,2,2,80.0,2,5809.73,5809.73
Super built-up  Area,Ready To Move,Kasavanhalli,2 BHK,1181.0,2,1,61.0,2,5165.11,5165.11
Built-up  Area,18-May,Kasavanhalli,2 BHK,1121.0,2,2,75.0,2,6690.45,6690.45
Built-up  Area,Ready To Move,Kasturi Nagar,3 BHK,1925.0,3,1,125.0,3,6493.51,6493.51
Super built-up  Area,Ready To Move,Kasturi Nagar,2 BHK,1567.0,2,2,92.0,2,5871.09,5871.09
Super built-up  Area,Ready To Move,Kasturi Nagar,2 BHK,1080.0,2,2,80.0,2,7407.41,7407.41
Super built-up  Area,Ready To Move,Kasturi Nagar,2 BHK,1101.0,2,2,65.0,2,5903.72,5903.72
Super built-up  Area,Ready To Move,Kasturi Nagar,4 BHK,1896.0,3,1,125.0,4,6592.83,6592.83
Super built-up  Area,Ready To Move,Kasturi Nagar,2 BHK,1100.0,2,2,58.0,2,5272.73,5272.73
Super built-up  Area,Ready To Move,Kasturi Nagar,3 BHK,1570.0,3,2,110.0,3,7006.37,7006.37
Super built-up  Area,Ready To Move,Kasturi Nagar,2 BHK,1000.0,2,0,58.0,2,5800.0,5800.0
Super built-up  Area,Ready To Move,Kasturi Nagar,2 BHK,1101.0,2,2,66.0,2,5994.55,5994.55
Super built-up  Area,Ready To Move,Kasturi Nagar,4 BHK,2507.0,4,2,155.0,4,6182.69,6182.69
Super built-up  Area,Ready To Move,Kathriguppe,3 BHK,1400.0,2,2,77.0,3,5500.0,5500.0
Super built-up  Area,Ready To Move,Kathriguppe,3 BHK,1250.0,2,1,68.75,3,5500.0,5500.0
Super built-up  Area,Ready To Move,Kathriguppe,3 BHK,1245.0,2,2,68.48,3,5500.4,5500.4
Super built-up  Area,Ready To Move,Kathriguppe,3 BHK,1350.0,2,1,87.01,3,6445.19,6445.19
